product_name,category,rating,about_product,user_name,review_id,review_content,cluster
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.1,"[CHARGE & SYNC FUNCTION]- This cable comes with charging & Data sync function|[HIGH QUALITY MATERIAL]- TPE + Nylon Material to make sure that the life of the cable is enhanced significantly|[LONG CORD]- The Cable is extra thick 1.2 meter long, optimized for an easy use for your comfort at home or office|[MORE DURABLE]-This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using|[UNIVERSAL COMPATIBILITY]- Compatible with all devices like iPhone XS, X, XR, 8, 7, 6S, 6, 5S, iPad Pro, iPad mini and iPad Air","Deepaak Singh,siva k.,MUNDATH BALGOPAL,BOOPATHI,Rakesh,Ana,Xolo,Rushi","R20XIOU25HEX80,R2X55FA2EEUEYM,R393Z224NBTDLN,R3Q4ZCHWSAQD5B,R1AE3A4NSVM9SC,R2U1YAAZE07I1V,R36NVL58WQ7D64,R1E7GPZ569TBIZ",loosing charging cable apple costly affair wire great purchase made correct itworked well six month thats stopped working planning buy one price come good product compatible ipad nd generation charging well quality product good also work fine totally worth priceproduct superim using last month till good functioning noticed phone get disconnected multiple occasion might cable may damagedoverall worked well monthtakes hour charge fullgood item valueit best product used till,2
"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)",Computers&Accessories|ExternalDevices&DataStorage|PenDrives,4.3,"The all-metal, 2-in-1 flash drive with a reversible USB Type-C and a traditional Type-A connector.|Seamlessly move content between your USB Type-C smartphone, tablets and Macs and USB Type-A computers.|Free up space on your USB Type-C smartphone so you can take more photos.|Automatically back up photos using the SanDisk Memory Zone app.|High-performance USB 3.1 Gen 1 drive with 150MB/s read speeds lets you quickly move your files to your computer.|Dual-purpose swivel design in a stylish metal housing protects connectors and features a keyring hole to take your drive on the go.","Arun,Muneeb,Jatin,Gangadhar,Rohael saifi,Amazon Customer,Amezing books jordar.v.mc,Ramamoorthy","R21XRUZQ2MQ2ME,R368V5GBBAVTKL,RWYWGRLTSJX7N,R3VR8G8SJCIQM,R2SME90R32XR18,R2BTUXHC0LJSK2,R2LJ7EU195HEBH,R3SQTXO5SE96IF",think value moneyspeed test read speed usb mb usb mb usb type c mb write speed usb mb usb mb usb type c mbspros metal body heavy easy use type c good qualitycons product get hot connected metal body getting speed saidi like metal body build quality time metal heat lot speed good reach mbps write speed cold get hot speed get low mbps storage good purchased gb varient got gb gb less storageoverall decent productheat alot metalic speed consistent somtime give mbps speed sometimes mbps say value money want pendrive type c connectornote preferred metal durableyou also buy plastic varients speedsalso plastic heat lesspendrive quite good write operation getting mb heat perform rw operation long time continuously plug mobile pc getting kind error file intact able copy iti like designe speed build quality negetive point flip side time find tha flip cover starting get looseso far good early right review per usage update accordinglygooduser friendly,3
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics|WearableTechnology|SmartWatches,4,"[10-day battery]: With a battery backup of 10 days, just concentrate on your game without stopping.|[Noise Health Suite]: Automatically monitor your blood oxygen (Spo2 levels), real-time heart rate, and provide comprehensive analysis of your sleep quality (deep sleep,light sleep and wake up time) on this smart watch.|[Personalise your look]: Choose from 60+ cloud-based watch faces or customise them as per your preference.|[1.4â€™â€™ Full Touch HD display]: Get the perfect viewing experience on the 1.4â€™â€™ display with 240*240 pixels.|8 sports modes: Choose from 8 sports modes and give it your best.","Ankita Dwivedi,Malathi Alunkar,Shubhamâ™Ž,Oishi Basak,Vikram Sen,Dhananjay Sevalkar,Manohar salave,Kareti Naveen","R1NARG7VJ59AD3,R6BEKBJDZAEX5,R36J5LRZNMMZXL,R2AHCTVOGP0T6P,RXW00MCJXW4UW,R3HDBTGLJJ34YO,R1K6IPHKQQ03AJ,ROANI9ZPECRM0",good fit nice smart watch price range especially need basic feature bought grey colorits long im using issue battery touch screen bluetooth connection every thing work fine looking something simple got thisnice design functionscant connect whatsapp social medium app mode watch good ui suck responsiveness could better battery life moderately upto day worn constantly colour band bit faded toomy new bill provideactivity record sleep tracking goodi bought wife gladgood,5
"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,4.3,"ã€WIDER COMPATIBILITYã€‘This USB C Female to USB A Male adapter converter allows you to connect legacy Type-A laptops/PC,Power bank,Adapter and Charger with USB Type-C cable,USB Type-C hubs and USB Type-C peripherals. Specially compatible with iPhone 12/12 Mini/12 Pro/12 Pro Max,Samsung Galaxy Note 10/S20 Plus Ultra,Google Pixel 4/3/2 XL. âŒIMPORTANT NOTE: This product is NOT compatible with Mag-safe wireless charger due to the incompatibility of charging protocols.|ã€FULL FUNCTIONALITYã€‘The USB A Male to USB C Female adapter has a multiple functions.You can easily hook up any USB-C peripherals (USB C cable, Type-C flash drive, USB-C hub) that make use of the newer USB-C connector.This USB C Female converter can be used for charging,date transfer,audio signal transmission and connecting keyboard or mouse.Additionally,it can be also used to plug into the car USB-A port.|ã€CHARGING AND DATA TRANSFERã€‘This USB 2.0 adapter offers both sides date transfer speeds of up to 480Mbps between connected devices and also supports up to 2.4 Amps of power output for charging your devices,due to the built-in premium chip.Just plug into a regular USB A port,allowing you to convert to a upgraded Type C device.Truly a plug-and-play solution. âŒNOTE:NOT support video signal transmission.|ã€2 PACK COMPACT DESIGNã€‘Comes with 2 packs: One for home, one for office, one for car and one carried in the bag, sticking with laptops or commonly used type C cable or others can be used as backups. Micro USB to USB C adapter is smaller than a coin, easy to carry around or toss in a bag. 15mm width allows you to plug them side by side, taking little space and working well in tight spaces.|ã€SAFER USINGã€‘USB C and USB A connector is made of premium aluminum alloy on the ends, designed for frequent plugging & unplugging and heat dissipation, which is safer compared to other plastic adapters. Every USB adapter has built-in 56KÎ© resistor ensure safety during charging. Just plug and charge your devices with assurance.","Naga Sai Gadagottu,Neha Sharma,Amazon Customer,Ankita singh,S.ARUMUGAM,Umesh,Vasudeva,Krishna Chavan","R3CUNCZTU43JPP,RSO46BN8S4OSU,R2UD5D7T4DZRE5,R2XLJQREI5N1VB,R29MV5DZH3FQBH,R9F5EX21OJF17,R12QT09SFCET3,R2RQYG7OHKC98T",eliminates need buy charger new usbc charging cablesthe adapter tend heat charging samsung fast chargergood productvalue moneyit work worth moneyvalue moneyits continuously play beep sound connected laptop irritatingnothing complaingood product finish could still betteras working fine doesnt look much durable,2
HP 682 Black Original Ink Cartridge,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",4.2,"Page yield-480|Compatible with HP Deskjet plus ink advantage 6075, 6078, 6475, 6478|Original HP ink cartridge","Hrishikesh,Mir Manzoor,Hanumathkumar,Amazon Customer,Gerry B,Yamini,Christin Sebastian,DIMPLE BATRA","R3C592OSGL2F93,R1E0XZJHFH6TXM,R2ENRB8YO7Y4S1,R3D1R5YMT9NWFM,R333HIWFHBI9EX,R3EGM0TULXVGUT,R3IJK2M8NM5F25,RYO5JW13I0MCH",lot people rate product low cud underlying reason catridge working seller giving day return policy enough test catridgegoodquality goodbetter refill cartidgehp original ink cartridge hp printer always best safest way gotoo priceyeasy install perfect fit mentioned printer expensivegood,3
Logitech H111 Wired On Ear Headphones With Mic Black,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",4,"ADJUSTABLE HEADBAND This sturdy yet lightweight stereo headset has a broad range of adjustment. Ultra-soft foam ear cushions provide hours of comfort.|ROTATING MICROPHONE The boom mic can rotate 180Â° to be worn on the left or right and tucked out of the way when youâ€™re not using it. The flexible mic can be positioned for better voice capture and background noise reduction|MULTI DEVICE HEADSET WITH NOISE CANCELLING MIC:The simple way to start talking when using computers, smartphones and tablets. Features a standard 3.5mm audio jack and is compatible with most operating systems and platforms. Get just what you need to hear and be heard clearly.|STEREO SOUND: Enjoy clear audio for calls, music, and games. A reliable headset for daily audio including video calls with family or colleagues. Frequency response (Headset): 20 Hz - 20 KHz|3.5MM AUDIO JACK CONNECTION:Simply plug the 3.5mm jack into your computer, smartphone or tablet and youâ€™re ready to talk.|SYSTEM COMPATIBILTY:Computers/ smartphones/tablets Windows/Mac/Chrome OS + more","kishorekr,Anil.c,Abhishek B.,Ashutosh Bhagwat,Sandeep,Shivdev Singh Dhanjal,Avinash,Ankur Singh","R3H4H2BLYJ8K54,R1P0BZF3X3CT7I,R2UC6S1JJBFG43,R3NEEKXGIP67K0,R1U5XLD5P7F7FU,R2A1XQCL3IR2SO,R1PQT6I4G8V4UP,R3ALX1UAMP0V5F",sound quality ok noise cancellation upto mark volume good overall price worth product cushion mic come easily couldnt fixed properlygoodthe built design ok product everytime wear resizing hair get stuck band irritating rest sound goodi stopped using continuously using hr office use used long duration call back back meeting ear start paining hour use speaker cover thin give device someone needysound quality built quality nice comfort huge issue device due tight overhead band keep side ear getting better sound noice cancellation one looking noice cancellation buy ear bigger headphonesi use type headphone overear onear earbuds earlier used sennheiser onear headphone never give painideally anyone buying onear simple headphone call meeting still want hear sound room attention sound room example keeping eye kid meeting basic padding multiple layer soft cover onear helpfullguys go iball rocker overear hp overear wired headphone long duration office call cost less compare logitech devicehowever still good buy upto min use sessioncallmeeting break issue people back back meetingsnice qualityi bought work home take call worry noise cancellation live next busy road happy purchase noise cancellation working great people side call never complained kind background noise plastic quality used great squeaky wire long enough sound output good enough dont intend listen music need something music wrong productcon cushion adequate start hurting ear lobe within min extra cushion added ear piecebuild quality good sound qualitynoise cancellation best range less covid life change lot online meeting conference webinar even online class became new normal situation good headphone mic necessary work flawlessly headphone everything needed audio quality good crystal clear without additional noisemic also good good noise cancellationthanks amazon service ontime delivery getting early delivery product bit urgent delivered almost hour placing orderi fully satisfied product highly recommend student working professional limited budgetyou wont regret thing missing volume control headphone,0
"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics|Cameras&Photography|Accessories|Tripods&Monopods|CompleteTripodUnits,4.4,"Premium finish light weight professional tripod with adjustable height, multi level locking and steady rubberized legs|Compatible with most video cameras, digital cameras, still cameras, GoPro devices and smartphones. Height Range: 615 mm - 1700 mm|Multipurpose head with Quick Release helps ensure fast transitions between shots|Built-in bubble head to adjust horizontal position and 3-way head with adjustable pan to allow for tilt and swivel motion with portrait or landscape options|This professional tripod features multipurpose head for DV camera's|Convinient accessories hook to latch all your shoot belongings|Recommended max load weight is 5kg for optimal performance","Joel Thomas,Joy Ghosh,Amazon Customer,PÄ±Å‹kÉ˜sh GoÊ‹É½,Deepak Kanwaliya,AVINEESH,anoop tiwari,Kumud Prajapati","R2QDKL6M3BGGR8,R2GXKYBJXNF3HR,R3OBHPHLETR6ZR,R6ZP9NF1BL84O,R1OIEL27NJ0RCO,R1JQG83T7U855F,R3J34H7VBLFKDM,R39DXFGYRXPIW2",generally dont write review amazon product worth every pennyamazing product sturdy good heavyquality metal used yet still lightweight portable easily carried hand full open total height reach ft even cover there stageafter buying even surveyed local market confidently say invested right productthere product available r paying another r quality product better decision keeping mind longterm useits yerar month using stand fr video shoot either indoor outdoor stand strong many option manage stability angle even handy often use holding like gimble though stabilize video use bcs compact lookgo fr regret likesrobust durable well assembleddislikesdue strong built bigger size difficult record video downside part tripod leg come picture alongas mentioned product detail phone holder included purchased new one alongwith product however one phone holder given tripod box due false detail purchase one phone holder nonreturnable product category kept nowsame shown picturesgood well stablereally wanted one video shootsmust camera smartphonesthey say doesnt phone holder sent one included dont order already onethank soo much merchantmastttti really like amazing product worthy money buying dont worry negative reviewsyou worth buying tqsok,1
MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.4,1M Long Cable. Usb 2.0 (Type A)|Braided Usb Type C Cable|Toughened Joints|Strong And Sturdy|Country Of Origin: China|6 Months Warranty,"Birendra ku Dash,Aditya Gupta,Abdulla A N,Deepak,Gowtham,Rakesh,Pawan Kumar,Prabhat Raj Pathak","R2JPQNKCOE10UK,RQI80JG2WZXNF,R2LYZ4CUWPMUJN,R1ZBD2ZB2ZYEWX,R2ITEDC9KOCY3N,R1115HIQP3BKKJ,R31OMS6DNMI7M,R2DCFXQMUNO93L",like best charging power used cable note pro mi using month also fast working might little expensive physically good feel premium power limitation suitable fast charginghttpsmmediaamazoncomimagesiwnviuaiwlsyjpgbest data cable charging fastvery good quality good durabilityoverall good need improvement,4
"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.5,"Supports Ios Devices With Max Output Up To 2.4A|Up To 10, 000+ Bend And 10, 000+ Plugging And Unplugging Test Ensure This Cable A Longer Lifespan|Ensure Fast And Stable Data Transmission Up To 480 Mbps|2 Years Warranty|Compatible Designed To Work Flawlessly With Mfi Or Apple Devices, Iphone, Imac, Ipad Etc|1.2M Tangle Free Durable Tough Braiding Sync & Charge Cable","Prasannavijayaraghavan G.,Preet Sikka,Theeban Raj,Nishikant,Gurpreet S.,Manoj,SP,Ashutosh","R12D1BZF9MU8TN,R32MNCWO5LGFCG,RZU3UK8OZKD6X,R3BSTKR3JUW6GY,R1ARVYPXS4XPB7,R1V6GDYE2IBX8O,R28EG2PXZTJL90,R2SQNU7OIOOLHT",trust product work well car playvery good quality charging fine good originalbuild quality awesome best lightening cable ever seen better official lightening ur looking cable close eye go buy amazon basic one using past year bit cheaper side recommend cable better build quality value moneygr product overalljust loved good charging speedgood qualityit well packed sealed coveredthe wire look good qualityrecommended,4
"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",Computers&Accessories|NetworkingDevices|Repeaters&Extenders,4.2,Range Extender mode boosts wireless signal to previously unreachable or hard-to-wire areas flawlessly|Miniature size and wall-mounted design make it easy to deploy and move flexibly|Easily expand wireless coverage at a push of Range Extender button|Ethernet port allows the Extender to function as a wireless adapter to connect wired devices|Tether App allows easy access and management using any mobile device|LED Control function includes a Night Mode for peaceful sleep,"Satya Sai Behera,Ashwanth G Kumar,Chetan,Shefali agarwal,Amazon Customer,ANIL G.,Rishi,Abishek kb","RU4VUDDZCAKWJ,R3F278LDDKWR82,R1NBKTUA3TDF0X,R1SXNGZHUU7T1A,R19G9M4DV85UZR,RI0WQOZ9OHFQR,RMHY4XGSZT7UR,R84PM9B4EXEQX",china product clear look feel good base device little wider pin socket point consecutively ysing next socket could difficultthe wifi signal strength good extender reduces internet speed example internet speed mbps get directly connected primary router network connected extender downgrade mbps overall okay use would happy see made india device price also low unfortunately india manufacturing seemshttpsmmediaamazoncomimageswwebptimagesiubijjjlsyjpgsingle band ancient technologythis device supply ghzthat mean ghz available room choose use thisit difficult use install first working perfectly great signal strengthit good product valued money think sometimes give low speedi wish could ordered dual band far giving satisfactory serviceworking fineproduct ok ghz mistakenly got,3
COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",4.1,"It is a diary style desk organizer,memo note pad with a closed size of 7.5 X 4.5 inch appox|It has 3 sizes of sticky note pad & 1 pad of loose sheets with clip holder and a pen|No. of sheets in sticky note pad of yellow(appox size 4 x 3 inch ) ,pink(appox size 3 x 2 inch ) are 50 approx|No. of small strips / flags (size 2 x .5 inch ) are 20 approx.Each color and no.of loose sheets( size 7 x 4 inch ) are 50 apprx and the colored small stripes/flags will be arranged randomly|Colored stripes and pen design is indicative and might show slight variations","Ghazal,Vishwajeet,PREETI RAWAT,Karthi,Punjal s.,Anjali,Amazon Customer,jezz.ralte","R1XME75YUKM2OB,RZ4IS44C3AS2F,RDD5TKKRXAHI6,R3IYQJAV7Z3IIJ,R1OUFD8RNQEGRO,RUTSM8SFB6IK1,RD1I9V3J84SRN,R19Y060OGX1449",compact product use travel even home dont need search different item grab use multiple purpose go itgood taking note reminder single packthis especially used comfortable organisednice productyou carry anywhere need worry space makea list make note absolutely reuse itproduct good indeed wanted buy long costlytoday received package yeah really cutenot fully satisfied cover overall good worth good condition also come pen really recommend buy ut,1
Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics|Cameras&Photography|Accessories|Film,4.5,"10 sheets of Instax film compatible with Fujifilm Mini cameras- Mini 8, Mini9, Mini 11, Mini 90, Mini 40, Liplay and Mini Link Printer|Mini films comes with superb grain quality which produces vibrant colors and natural skin hues.|Press the button and capture your moment of joy which develops instantly into beautiful pictures.|Film size - 54(w) x 86(h) mm|Picture size - 46(w) x 62(h) mm|Number of prints - 10 per pack|Country of Origin: Japan","Nidhi,Nilanko Halder,Seenu,Daring Darcy,Vivek L.,Arpan Seth,Rajiv Ratta,MUKUL","RPGQI0SP1LWQD,RQ38JN12KFAGP,R3HYEK5C8SAQU7,R3B1AQRLPRCM0G,R2ZAAKRLUZBNOY,RINQEFDY3172H,R3S8DLWTVTZT74,R2889VE9YMT0EZ",httpsmmediaamazoncomimagesicwilplsyjpg genuine perfect productgoodworth money fun experience use instant camproduct original good packagingthe top amazing feature make picture look like old one problem dont develop allnice per expectationsthis bad monthokay productworth purchase,3
"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",Electronics|WearableTechnology|SmartWatches,4.2,"Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.ã€Bluetooth Calling Watchã€‘- Fire-Boltt Ring 3 enables you to make and receive calls directly from your watch via the built-in speaker and microphone. This smartwatch features a dial pad, option to access recent calls & sync your phoneâ€™s contacts.;ã€1.8 inch HD Displayã€‘- This smartwatch has a 1.8â€ TFT LCD Full Touch Display with a 2D High Hardness Glass for super protection and a high resolution of 240*286 pixels with a Rotating Button for smooth usage|ã€118 Sports Modesã€‘- Be your own coach while you can track over 118 sports mode with professional analisys. ã€Real Time Health Trackingã€‘- With an advanced intellegent algorithm combined with optical heart rate sensor to monitor your heart rate all day, even during exercise. Track your blood oxygen (SpO2) levels and indicate a healthy life;ã€Full Metal Bodyã€‘- This watch is long lasting and durable with its metal body feature ã€Voice Assistantã€‘- Command your mobile phone with your smartwatch, the watch has a voice assistant built in to make work easy and fast|ã€Built In Mic & Speakerã€‘- Enjoy listening to your favourite tunes on the watch and experience HD Calling through the built in Mic;ã€Smart Notificationã€‘- Get all your mobile phone notifications on the watch and stay updates about trends, meeting emails and much more. ã€Remotely access smartphone featuresã€‘- Click pictures, change music tracks on the watch with a single touch.; ã€360 Health Ecosystemã€‘- With this watch track your heart rate, calorie, step count and multiple sports modes with easy touch;ã€Play Games On Your Wristã€‘- Play 2 mini games in your pastime or leisure time.|ã€Multiple Watch Faces & Smart Controlsã€‘ - The Smartwatch has multiple Watch Faces;ã€How to activate Bluetooth Callingã€‘- To enable Bluetooth Calling Function, first connect it to the compatible app. Once connected, manually go to the phone's Bluetooth settings and pair this smartwatch (Bluetooth Name: BSW043_Phone). Upon pairing, you will get a notification: Connected for calls and audio.|Compatible Devices: Smartphonetablet; Case Material Type: Stainless Steel; Band Color: Black; Color Name: Black; Band Material Type: Silicone; Included Components: 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card; Clasp Type: Tang Buckle; Human Interface Input: Buttonstouch Screen **Disclaimer** The Charging USB needs to be connected to a 4.7V to 5V charging adapter for best battery backup|ã€Superior Batteryã€‘- Charge the watch for 90 mins merely for 3 days of exquisite battery life.Band Width:20 millimeters.Water resistance depth:1 meters","Anirban,Abhi Khaire,Sachin,Tanisha bhoir,Jitendra vishwakarma,Archana,NILESH,Ajay","R1AIQQLE21YDXS,R26ABOIUJ8UXJ7,R93L2MCBC4Y90,R2GDAM50Z413JN,R16TI1N60Q41BB,R1UEYEMD03OA5C,R16D88E4TNGL3M,R1WSNRYZ7VK0KB",smart watch good proper large displayvoice assistance siri iphone userscalling facilityface time facilityone deficiency unable message type text whatsappif small wrist dont go else perfect choice loved onesthis first time purchased smart watch good watch newbie like lot amazing functionality apart watch value money price range sleep tracker work decently well could better call directly using watch like feature well need reach phone everytime screen touch also well lot watch face change upload one galary plus point product look exactly shown picture calorie heart beat tracker also quite accurate watch bit uncomfortable watch time otherwise strap good strongi using watch since month really great feature working quite well connectivity phone also goodscreen quality may improvedactually smart watch bsw ring charging day tired msg fireball alway say follow page instagram follow show new offer dont know submitted warranty formthe watch worked month got switched automatically rear panel also got opened automaticallyi didnt charge day charging also getting oni using watch since month really great feature working quite well connectivity phone also goodproduct quality look good issue month usage,5
"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics|WearableTechnology|SmartWatches,4.3,"Only compatible with Android Smartphones (Runs on Wear OS Powered by Samsung)|Bioelectrical Impedance Analysis Sensor for Body Composition Analysis, Optical Heart Rate Sensor.|Health Monitoring features such as Advanced Sleep Analysis & Women's Health.|Enhanced Fitness tracking lets you track 90+ workouts; Enriched App availability and connectivity with Wear OS, Powered by Samsung. Typical Usage Time (Hours): up to 40 Hours.|Connectivity Technology: Usb; Item Type Name: Smart Watch; Included Components: â€ŽGalaxy Watch::Watch Strap::Wireless Charger::Quick Start Quide","Kshitij D.,gaurav agarwal,Brijnandan Singh,Div j,Sarath Ramesh,Yatindra A.,RINKAL PATEL,Kumaresan","R3KPZ8P5M4PG72,R2HSDBDLRKBOC0,R2EI8C7FUKOSDO,R3BRLV8FDVV6QB,R1YHHQ223HBPE9,R2UAVXBGV8WK3N,RPTZZYC6X5HF,R327KYMPRK1R5H",purchased watch thought couple used send sm make call access notification without connected phone knew third party notification required phone connected internet thought watch could place call send text even phone switched product ordered make call disconnected phone feature sm surprising since lte version notification includes watch apps outlook require internet synced watch e connected phone via bluetoothi check feature main reason ordered watch accessibility notification without phonei using since june look good wristand useful feature like callingreading replying whatsapp messagesthe battery low though keep switched nightie never used track sleep yet charge every couple day plus get charged slowall feature watch good battery backup poor full charge run hour average us run hour onlyits amazing lte function dont lug phone gym battery life suck charge twice specially use lte also heat reason need cool time watch automatically go hibernation start timepositives areaccuracysleep trackingo monitorremote lte connectionwears amazing wristgreat screennegativebattery lifeusing month fit well wireless charger also charge phone phone support wireless charging one thing common smart watch youre traveling bus car bumby road assume jogging congratulate completing daily task charging slow expectedunless samsung flagship phone wont able see camera app watch youll get third party application theyre horribleproduct goodpros health accuracy high ui good design build quality also goodcon app good facing connectivity issuesgood,5
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",3.9,"Up to 30-hour playtime: Get set for a day full of music and then some more.|Instacharge: Enjoy 150 minutes of playtime in just 10 minutes of charge.|Tru Bass: Experience sound that hits the right note every single time via the 13mm speaker driver.|Colourful ear tips: Colour your music the way you want and mix-match the ear tips with the buds to suit your style.|Bluetooth v5.2: Lag-free and fuss-free connection is on the way.|Hyper sync: The earbuds are ready to play in a matter of seconds, all thanks to the one-step syncing process.|Touch control & Voice assistant: You are in control always no matter how you want to get your work done.","Achint,Anish,bhomick bhaskar,Sumit,Des Raj,Amazon Customer,Gursimranpallah,Amit Ahluwalia","R2XES5SVJG8YP1,R3ISE0B84H2FC4,R32PBSE5T01GP3,RF7XT25GUKMXL,R90ADLZBP2L4B,R1ININDVW54554,RSL20NEE3CM3Z,R8NGRUX0L544R",honest review got bud buy earbuds music movie seriesmusic experience tbh like hear balanced music like crystal clear sound balanced bass yeah bass lover think buying itbattery hypersync bluetooth checked box written bluetooth range low thats expectation work yeah buying bluetooth think againinstacharge actually work wellbuds ear design good fit perfectly also workout exercise running etc ear somewhat different like big problem although come different bud size u try thembuds really light yeah personally like themcalling experience voicevideo call bud dont come anc mode please dont buy ancand incall range low really dont expected work methe sound quality good doubt personal note bud dont suit ear others used liked thoughvery bad quality product stop working monthsplease dont waste money earbudgood sound good bassall feature nicegood room silent placesome background noise come open area like road travelbut prob companieslike price noise cancellation goodgood product amount rarely facing issue redmi listing music great qualitythe sound quality clear range good bass great,0
"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,4.5,"Lasts up to 100% longer* (*Longevity performance compared to the Minimum Average Duration of the 2015 IEC AAA Motorized Toy test. Results may vary by device or usage pattern.)|Our best battery, suited for everyday devices with extra performance for high drain devices|Duralock technology keeps unused Duracell batteries fresh and powered for up to 10 years in ambient storage|Available in AAA, AA, C, D and 9V sizes|Superior Nylon top closure helps preventing our batteries from leakage","Aadi Injal,A RAMU,S.S.Sohi,Shaifali M.,Mahesh Kumar,Shubham shukla,Rahul,Vimal Raj","R3NINARQVMB04K,R3V669AZP1XAAF,R20I705WTEEW1V,RY83C96248L5V,R26RSSJWPNLVT2,R19L3YHA555YWV,R1ZAZH2LQQV1BO,R2X7KQZQ9OM9SP",used wireless mouse razer deathadder v one would last exactly week two weird used mouse way battery would die quicker expected fine youre using something less taxing like wireless mousegoodfor wall clock sctv remotesthe battery delivered ok condition cant make life actual price covered external sticker top itnicebattery life excellent compare brandsnicegood,1
"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",4.1,"True Powerful Bass|Premium matallic finish with better & Ergonomics|Noise Cancelling Microphone|Quick Launch Access to Google Assistant / Siri|One-Button Universal Remote with Mic|Lightweight and Comfortable with 3 sizes of ear tips|What's in the box : 1 pair JBL C200SI headphone, 3 sets of ear tips (S, M, L), 1 Warranty and safety card","Amazon Customer,Viswas Reniguntla,Shreyas mc,KARAN,vishnu pareek,Sinu,Rohan Magar,Gokul","RO083A44QXKV9,R3C3602BFFOSHL,R3CJ93AM926Y16,RG0532BEQHFMJ,R664LC5TVQ8FY,R351V55RSSHHKF,R1O8VW90GF66XT,R15LLQQDFS6UUR",using jbl c si time bought jbl csi honestly couldnt feel much difference one common thing cheap wire quality jbl could address thisi used listening song say good earphone priceaverage expected much sound quality good bass great overall good productearphone good sound qualityavaragenice headphonehttpsmmediaamazoncomimagesiqwnbtlsyjpgbest sound quality issue paint coating started pealing head piece wire connector end chipped gradually,0
